URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Description,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version UID,data_provided_by,Additional Attribution Statement,Author Name,Licence URL,routing_approval,api_endpoint,ODI Certificate,Publication Date,Documentation,Additional Licence Information,Update Frequency,Re-user Guidelines,source_link,owner_uid,provenance
https://data.bathhacked.org/d/uyh5-eygi,uyh5-eygi,true,false,,data.bathhacked.org,dataset,BANES Planning applications,Details of planning applications including location and relevant dates.,1215,10/24/2014 01:47:00 PM +0000,07/13/2019 08:04:00 PM +0000,Government and Society,,120,Dave,,,published,,,Bath & North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/uyh5-eygi.json,,,,UK Open Government Licence V2.0,Daily,,http://isharemaps.bathnes.gov.uk/projects/bathnes/developmentcontrol/default.aspx,78hi-gya6,official
https://data.bathhacked.org/d/vnnf-ckd8,vnnf-ckd8,true,false,,data.bathhacked.org,dataset,Basic Company Data (B&NES subset by postcode),"Please bear in mind that local businesses may not have their registered address in the B&NES area.

Subsetting carried out against list of B&NES postcodes contained within the datastore.",907,03/08/2015 04:47:00 PM +0000,07/02/2016 12:46:00 PM +0000,Economy,business,75,Mark Owen,,,published,,,Companies House,"Supplied under section 47 and 50 of the Copyright, Designs and Patents Act 1988 and Schedule 1 of the Database Regulations (SI 1997/3032)”",,,,https://data.bathhacked.org/resource/vnnf-ckd8.json,,,,,Monthly,,http://data.gov.uk/dataset/basic-company-data,kii3-un88,official
https://data.bathhacked.org/view/fkad-arqy,fkad-arqy,false,true,qq5a-xmuu,data.bathhacked.org,datalens,Historical Air Quality,,37,10/21/2015 12:58:00 PM +0000,12/31/2018 10:59:00 PM +0000,Environment,,0,Mark Owen,,,published,,,,,,,,https://data.bathhacked.org/resource/fkad-arqy.json,,,,,,,,kii3-un88,official
https://data.bathhacked.org/d/u3w2-9yme,u3w2-9yme,true,false,,data.bathhacked.org,dataset,BANES Live Car Park Occupancy,"Shows live information for the occupancy of BANES car parks, including capacity, occupancy, status (filling/static/emptying) and when the data was last updated.",5568,10/15/2014 09:11:00 PM +0000,07/17/2019 03:15:00 PM +0000,Transport,parking,365788,Dave,,,published,,,Bath & North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/u3w2-9yme.json,https://certificates.theodi.org/datasets/24519/certificate,,https://github.com/BathHacked/documentation/wiki/Bath-Car-Park-Data,UK Open Government Licence V2.0,Other,,,78hi-gya6,official
https://data.bathhacked.org/d/5vmi-p7de,5vmi-p7de,true,false,,data.bathhacked.org,dataset,BNB: Books Published in Bath,"This dataset is an extract from the British National Bibliography (BNB) and contains a list of books published in Bath. Each row of the dataset provide the name, isbn and author name for a published book along with its unique BNB identifier. The same work might appear on multiple rows because it has been published multiple times under different ISBNs or has multiple authors. Note that in some cases these books may have been first published in other locations, so this isn't necessarily the first printing.",839,10/12/2014 03:40:00 PM +0000,10/12/2014 03:50:00 PM +0000,Heritage,books,163,Leigh Dodds,,Public Domain,published,,,British Library,,,http://creativecommons.org/publicdomain/zero/1.0/,,https://data.bathhacked.org/resource/5vmi-p7de.json,https://certificates.theodi.org/datasets/1063/certificates/14763,,,CC0 Public Domain Dedication,On change,,http://bnb.data.bl.uk/,22aw-9kr4,official
https://data.bathhacked.org/d/wyr3-psts,wyr3-psts,true,false,,data.bathhacked.org,href,Transport API,"Live train, bus, TFL, coach departures, journey planning (rail or car) available through a free API.",203,07/15/2015 06:16:00 PM +0000,07/15/2015 06:17:00 PM +0000,Transport,"train,rail,tfl,bus",40,thomasfletcher,,,published,,,,,,,,https://data.bathhacked.org/resource/wyr3-psts.json,,,,,,,,j2nn-m7j9,official
https://data.bathhacked.org/d/vnes-itp9,vnes-itp9,true,false,,data.bathhacked.org,dataset,Bath & North East Somerset Postcodes,"A list of postcodes within the B&NES Unitary Authority, including the lat/long of the centroid of the postcode and the name of the ward within which it is found. The data slso Includes links to the Ordnance Survey Linked Data",709,08/04/2014 07:09:00 AM +0000,08/08/2014 04:24:00 PM +0000,Government and Society,"postcode,ward,geography",98,Leigh Dodds,,,published,,,Ordnance Survey,Contains Ordnance Survey data © Crown copyright and database right 2014,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/vnes-itp9.json,,,,Ordnance Survey Open Data Licence,On change,,http://data.ordnancesurvey.co.uk,22aw-9kr4,official
https://data.bathhacked.org/d/576w-9vrv,576w-9vrv,true,false,,data.bathhacked.org,dataset,Live Nextbike Availability,Live Nextbike availability for Bath. Updated every 5-minutes.,1116,02/01/2015 04:55:00 PM +0000,07/17/2019 03:15:00 PM +0000,Transport,"cycling,bicycle,nextbike",1284,jackmcconnell,,Open Database License,published,,,Nextbike GMBH,,,,,https://data.bathhacked.org/resource/576w-9vrv.json,,,,,Real time,,https://nextbike.net/maps/nextbike-live.xml?city=236,6a3v-3vgw,official
https://data.bathhacked.org/d/vp29-5nkj,vp29-5nkj,true,false,,data.bathhacked.org,dataset,Ofcom Broadband coverage,,667,10/14/2014 09:50:00 AM +0000,10/14/2014 06:34:00 PM +0000,Economy,broadband,142,Leigh Dodds,,,published,,,Ofcom,Contains public sector information licensed under the Open Government Licence,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/vp29-5nkj.json,,,,UK Open Government Licence V2.0,Never,,http://data.gov.uk/dataset/broadband-coverage,22aw-9kr4,official
https://data.bathhacked.org/d/jajf-hh6k,jajf-hh6k,true,false,,data.bathhacked.org,dataset,Avon Fire and Rescue Incidents,Incident data for the Bath authority from the Avon Fire Service. http://www.avonfire.gov.uk/our-performance/incident-data,585,10/18/2014 06:55:00 PM +0000,10/18/2014 07:24:00 PM +0000,Government and Society,emergencies,59,Toby Jackson,,Open Database License,published,,,Avon Fire and Rescue Service,,,,,https://data.bathhacked.org/resource/jajf-hh6k.json,,,,,Monthly,,http://www.avonfire.gov.uk/our-performance/incident-data,tnwz-gh9e,official
https://data.bathhacked.org/d/het5-mpqy,het5-mpqy,true,false,,data.bathhacked.org,dataset,BANES Subset Of English Heritage Listed Building Points,"List of listed buildings found in BANES. Includes name, listing date & location",500,10/12/2014 01:42:00 PM +0000,10/12/2014 01:42:00 PM +0000,Heritage,"heritage,locations,points,geography",75,Mark Owen,,,published,,,English Heritage,© English Heritage [year]. Contains Ordnance Survey data © Crown copyright and database right [year] The English Heritage GIS Data contained in this material was obtained on [date].  The most publicly available up to date English Heritage GIS Data can be obtained from http://www.english-heritage.org.uk.,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/het5-mpqy.json,,,,Ordnance Survey Open Data Licence,On change,See attached terms of use license,http://www.english-heritage.org.uk/professional/protection/process/spatial-data/,kii3-un88,official
https://data.bathhacked.org/d/mdqv-v9sv,mdqv-v9sv,true,false,,data.bathhacked.org,dataset,BANES Subset Of Road Safety Data (Location Fixed),Road accidents occurring in BANES since 1996.,540,06/27/2015 02:28:00 PM +0000,06/27/2015 02:29:00 PM +0000,Transport,,58,Mark Owen,,UK Open Government Licence v3,published,,,Department for Transport,,,,,https://data.bathhacked.org/resource/mdqv-v9sv.json,,,,,On change,,http://data.gov.uk/dataset/road-accidents-safety-data,kii3-un88,official
https://data.bathhacked.org/d/7m8w-vcsh,7m8w-vcsh,true,false,,data.bathhacked.org,dataset,BANES Subset Of Road Safety Data,Road accidents occurring in BANES since 1996.,486,11/02/2014 08:12:00 AM +0000,11/02/2014 08:40:00 AM +0000,Transport,,56,Mark Owen,,,published,,,Department for Transport,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/7m8w-vcsh.json,,,,UK Open Government Licence V2.0,,,http://data.gov.uk/dataset/road-accidents-safety-data,kii3-un88,official
https://data.bathhacked.org/d/q532-ir25,q532-ir25,true,false,,data.bathhacked.org,dataset,Litter Bin Survey,A survey conducted of litter bins - undertaken in Summer 2014.,449,07/03/2015 10:45:00 PM +0000,07/03/2015 10:45:00 PM +0000,Government and Society,,101,Dave,david_rowe@bathnes.gov.uk,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/q532-ir25.json,,,,UK Open Government Licence V2.0,Never,,,78hi-gya6,official
https://data.bathhacked.org/d/tkeb-yiw4,tkeb-yiw4,true,true,e46f-mhfs,data.bathhacked.org,filter,December 2014 all Crimes,"Updated monthly or quarterly, depending when data.police.uk publish the data.",185,05/18/2015 01:38:00 PM +0000,06/30/2019 11:00:00 PM +0000,Government and Society,"police,crime",116,Rose Mortada,,,published,,,Police UK,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/tkeb-yiw4.json,,,,UK Open Government Licence V2.0,Monthly,,http://data.police.uk,svc8-ezi9,community
https://data.bathhacked.org/d/fqa5-b8ri,fqa5-b8ri,true,false,,data.bathhacked.org,dataset,BANES Energy Data Electricity,Electricity energy usage data in Council buildings.  Please treat this data as currently experimental (although as accurate as we are aware of) and subject to change.,1482,02/10/2016 01:05:00 PM +0000,07/13/2019 08:01:00 PM +0000,Government and Society,"electricity,energy,environment",222,Dave,,UK Open Government Licence v3,published,,,Bath and North East Somerset,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/fqa5-b8ri.json,,,,UK Open Government Licence V2.0,Daily,,,78hi-gya6,official
https://data.bathhacked.org/d/5kbg-2qdk,5kbg-2qdk,true,false,,data.bathhacked.org,dataset,Bath MP Actions In Westminster 1992-,"Parliamentary votes, speeches & written answers involving Bath's MP.

See https://twitter.com/BathAtWM for a feed.",569,10/16/2015 06:08:00 PM +0000,10/16/2015 06:24:00 PM +0000,Government and Society,"mp,democracy",34,Mark Owen,,Public Domain,published,,,Public Whip & They Work For You (http://theyworkforyou.com),,,,,https://data.bathhacked.org/resource/5kbg-2qdk.json,,,,,On change,,http://publicwhip.org.uk,kii3-un88,official
https://data.bathhacked.org/d/m3sy-kdy7,m3sy-kdy7,true,false,,data.bathhacked.org,dataset,Postcode level electricity estimates,This dataset contain the number of electricity meters and consumption levels in BANES at postcode level.,547,03/27/2015 07:38:00 PM +0000,03/27/2015 07:38:00 PM +0000,Environment,"energy,electricity",82,Mark Owen,,,published,,,Department of Energy & Climate Change,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/m3sy-kdy7.json,,,,UK Open Government Licence V2.0,On change,Dataset is experimental,https://www.gov.uk/government/statistics/postcode-level-electricity-estimates-2013-experimental,kii3-un88,official
https://data.bathhacked.org/d/qxks-a8tv,qxks-a8tv,true,false,,data.bathhacked.org,dataset,Census 2011 - B&NES Selected Small Area Data,"A selected number of small area statistics variables from the 2011 census provided for Ward, Parish, LSOAs and Output Areas in Bath and North East Somerset",414,10/15/2014 08:03:00 PM +0000,10/15/2014 08:04:00 PM +0000,Population,"census,population,employment,health",82,Jon Poole,,,published,,,,Adapted from data from the Office for National Statistics licensed under the Open Government Licence v.2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/qxks-a8tv.json,,,,UK Open Government Licence V2.0,Never,http://www.ons.gov.uk/ons/site-information/information/creative-commons-license/index.html,,gsz7-kffz,official
https://data.bathhacked.org/d/2pme-edif,2pme-edif,true,false,,data.bathhacked.org,dataset,Bath Bar & Pub closing times,"The locations and closing times of a selection of bars & pubs in Bath, as provided by NightCapp.",358,10/19/2014 03:54:00 PM +0000,10/19/2014 04:10:00 PM +0000,Economy,"bars,pubs,restaurants,opening",92,thomasfletcher,,Creative Commons Attribution | Share Alike 3.0 Unported,published,,,Data provided by NightCapp under CC-BY-SA-4,,,http://creativecommons.org/licenses/by-sa/4.0/,,https://data.bathhacked.org/resource/2pme-edif.json,,,,Creative Commons Attribute-ShareAlike (CC-BY-SA),On change,,http://nightcapp.co/,j2nn-m7j9,official
https://data.bathhacked.org/d/ye7w-chnd,ye7w-chnd,true,false,,data.bathhacked.org,gis map,Location of B&NES Schools,"Location of Primary, Secondary and Special Schools",160,06/28/2014 03:07:00 PM +0000,08/22/2016 08:21:00 PM +0000,Education,"schools,poi",27,Leigh Dodds,,,published,,,Bath and North East Somerset,"Contains information released by permission of Bath and North East Somerset Council, licensed under the Open Government Licence v2.0",,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/ye7w-chnd.json,,,,UK Open Government Licence V2.0,On change,,http://www.bathnes.gov.uk/services/schools-colleges-and-learning/find-school,22aw-9kr4,official
https://data.bathhacked.org/d/bsf5-k2w2,bsf5-k2w2,true,false,,data.bathhacked.org,dataset,Open Plaques,"A list of the commemorative plaques found around Bath, as recorded in the Open Plaques database. The dataset contains information on the location, title, inscription, and subjects for each plaque, along with a pointer to a JSON document that provides more detail about each plaque and its subjects.",340,10/10/2014 06:32:00 PM +0000,10/10/2014 06:32:00 PM +0000,Heritage,,107,Leigh Dodds,,Public Domain,published,,,OpenPlaques,,,http://opendatacommons.org/licenses/pddl/,,https://data.bathhacked.org/resource/bsf5-k2w2.json,,,,Open Data Commons Public Domain Dedication (PDDL),On change,http://openplaques.org/about/data,http://openplaques.org/places/gb/areas/bath,22aw-9kr4,official
https://data.bathhacked.org/d/ba2u-vfz5,ba2u-vfz5,true,false,,data.bathhacked.org,dataset,Library Lending Transactions (Apr 2012-Jan 2014),"This dataset provides a summary of library loans in B&NES libraries from the period April 2012 to Januar 2014. The dataset includes only the category and issue date of the book, there is no detail on the titles or the lenders.",783,06/28/2014 03:21:00 PM +0000,09/25/2014 07:52:00 AM +0000,Government and Society,libraries,93,Leigh Dodds,,,published,,,Bath and North East Somerset Council,"Contains information released by permission of Bath and North East Somerset Council, licensed under the Open Government Licence v2.0",,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/ba2u-vfz5.json,,January 2014,,UK Open Government Licence V2.0,Never,,,22aw-9kr4,official
https://data.bathhacked.org/d/uadz-wtin,uadz-wtin,true,false,,data.bathhacked.org,dataset,Bath And North East Somerset Council Election Results 2003-2019,"Candidate details, party and result for elections to wards in Bath and North East Somerset Council, including all-out 4-yearly elections in 2003, 2007, 2011, 2015 and 2019, including by-elections. 

Information is exported from https://democracy.bathnes.gov.uk/mgManageElectionResults.aspx and is accurate at time of publication.",603,05/11/2015 07:38:00 PM +0000,05/03/2019 06:47:00 PM +0000,Government and Society,"election results,elections,wards",89,Jon Poole,,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,,,,,https://data.bathhacked.org/resource/uadz-wtin.json,,,,,On change,,https://democracy.bathnes.gov.uk/mgManageElectionResults.aspx,gsz7-kffz,official
https://data.bathhacked.org/d/ykv7-xeev,ykv7-xeev,false,false,,data.bathhacked.org,dataset,"""Live"" Air Quality Data",,285,07/12/2014 03:05:00 PM +0000,12/31/2018 10:44:00 PM +0000,Environment,air quality,6,Mark Owen,,,published,,,,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/ykv7-xeev.json,,,,Open Government License V2.0,Daily,,,kii3-un88,official
https://data.bathhacked.org/d/iei5-h7uh,iei5-h7uh,true,false,,data.bathhacked.org,dataset,Bath Historical Maps,Metadata about the historical maps that are available for download from the data store.,483,10/22/2014 08:04:00 PM +0000,10/22/2014 08:06:00 PM +0000,Heritage,"maps,history",80,Leigh Dodds,,,published,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,https://data.bathhacked.org/resource/iei5-h7uh.json,,,,CC0 Public Domain Dedication,On change,,,22aw-9kr4,official
https://data.bathhacked.org/d/isaq-h3sn,isaq-h3sn,true,false,,data.bathhacked.org,dataset,National Statistics Address Lookup BANES Subset,"The National Statistics Address Lookup (NSAL) relates the Unique Property Reference
Number (UPRN) for each GB address to a range of current statutory administrative,
electoral, health and other statistical geographies via 'best-fit' allocation from 2011
Census output areas (OA).",444,08/21/2015 01:52:00 PM +0000,08/21/2015 02:02:00 PM +0000,Government and Society,"statistics,geo",33,Mark Owen,,UK Open Government Licence v3,published,,,Office For National Statistics,Contains National Statistics data © Crown copyright and database right [year],,,,https://data.bathhacked.org/resource/isaq-h3sn.json,,,,,Quarterly,See attached PDF for more info about dataset,https://geoportal.statistics.gov.uk/Docs/Addresses/NSAL_JUN_2015_csv.zip,kii3-un88,official
https://data.bathhacked.org/d/3yqw-whvk,3yqw-whvk,true,false,,data.bathhacked.org,gis map,"Lead Flood Authority, Flood Risk Asset Register - Regions","Lead Local Flood Authorities were formed by the Flood and Water Management Act 2010 with the purpose of leading on the management of local flood risk. Local flood risk includes flooding from surface water, groundwater and ordinary watercourses.",300,06/28/2014 03:47:00 PM +0000,08/22/2016 08:18:00 PM +0000,Environment,flood,15,Leigh Dodds,,,published,,,Bath and North East Somerset Council,,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/3yqw-whvk.json,,,,Published under Ordnance Survey licence,,,,22aw-9kr4,official
https://data.bathhacked.org/d/cujy-zqnk,cujy-zqnk,true,false,,data.bathhacked.org,dataset,BANES Street Level Crimes,"The street-level crimes returned are only an approximation of where the actual crimes occurred, they are not the exact locations.",449,10/03/2015 02:47:00 PM +0000,05/21/2018 06:56:00 PM +0000,Government and Society,"crime,police",43,Mark Owen,,UK Open Government Licence v3,published,,,Data.Police.uk,,,,,https://data.bathhacked.org/resource/cujy-zqnk.json,,,,,Monthly,,https://data.police.uk/,kii3-un88,official
https://data.bathhacked.org/d/fjzm-5zsg,fjzm-5zsg,true,false,,data.bathhacked.org,dataset,Air Quality Sensor Locations,,309,07/14/2014 02:16:00 PM +0000,03/15/2016 03:21:00 PM +0000,Environment,,108,Mark Owen,,,published,,,,,,,,https://data.bathhacked.org/resource/fjzm-5zsg.json,,,,,,,,kii3-un88,official
https://data.bathhacked.org/d/f3x9-ihs2,f3x9-ihs2,true,false,,data.bathhacked.org,dataset,BANES Estimated Annual average daily flows (AADFs) – major roads,"AADF figures are produced for each junction to junction link on the major road network for
every year. A description of how annual road traffic estimates are produced is available at
https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/270083/contents-page.pdf.

An AADF is the average over a full year of the number of vehicles passing a point in the
road network each day. Major roads include Motorway and A-class roads. For
methodological reasons, the AADFs for different count points should not be added
together.

SEE ATTACHED PDF for a description of columns",339,10/19/2014 03:29:00 PM +0000,10/19/2014 03:48:00 PM +0000,Transport,"traffic,geo",92,Mark Owen,,,published,,,Department for Transport,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/f3x9-ihs2.json,,,,UK Open Government Licence V2.0,Annual,,http://www.dft.gov.uk/traffic-counts/cp.php?la=Bath+and+North+East+Somerset,kii3-un88,official
https://data.bathhacked.org/d/nrff-vhud,nrff-vhud,true,false,,data.bathhacked.org,dataset,BANES Environmental Protection Service Requests,"Please note, locations within this dataset are mapped to the centre of the nearest road.  So while accurate to the report location, they are not exact.  This dataset shows requests received by the environmental protection team.",380,01/19/2016 05:25:00 PM +0000,07/13/2019 08:12:00 PM +0000,,,2205,Dave,,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,,,,,https://data.bathhacked.org/resource/nrff-vhud.json,,,,,Daily,,http://www.bathnes.gov.uk,78hi-gya6,official
https://data.bathhacked.org/d/cimd-yfzu,cimd-yfzu,true,false,,data.bathhacked.org,dataset,BANES Expenditure Over £500,"In June 2010 the Secretary of State for Communities and Local Government wrote to all councils asking them to publish items of spend over £500.

Bath and North East Somerset Council publishes details of expenditure over £500 in line with this request, and in the interests of openess and transparency in public spending.

This Council will publish data on a montly basis following the closure of accounts for the previous month.",787,10/11/2014 03:49:00 PM +0000,02/05/2018 08:41:00 PM +0000,Government and Society,"finance,money",78,Mark Owen,,,published,,,Bath and North East Somerset Council,Open Government Licence for Public Sector Information.,,,,https://data.bathhacked.org/resource/cimd-yfzu.json,,,,,Monthly,http://www.nationalarchives.gov.uk/doc/open-government-licence/,http://www.bathnes.gov.uk/services/your-council-and-democracy/data-protection-and-freedom-information/transparency/expenditure,kii3-un88,official
https://data.bathhacked.org/d/6p8a-nbyt,6p8a-nbyt,true,false,,data.bathhacked.org,dataset,Dwelling-led population projections 2014-2024,"Population projections for wards in Bath and North East Somerset based on expected housing growth as defined in the B&NES core strategy. These differ from ONS projections as they use an alternative methodology. Produced by Hampshire County Council (2015). For caveats, please refer to - http://www.bathnes.gov.uk/services/your-council-and-democracy/local-research-and-statistics/wiki/population-change",458,01/12/2016 10:21:00 AM +0000,01/12/2016 10:24:00 AM +0000,Population,"population,projections,estimates,housing",65,Jon Poole,research@bathnes.gov.uk,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,,,,,https://data.bathhacked.org/resource/6p8a-nbyt.json,,,,,On change,,http://www.bathnes.gov.uk/services/your-council-and-democracy/local-research-and-statistics/wiki/population-change,gsz7-kffz,official
