Ref,Kind,Type,Status,ReceivedDate,ClosedDate,ReceivedHow,ReceivedWhere,Location,Latitude,Longitude,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
77f312b031476bc6959e923875e8341b,Noise Request,Noise complaint,Closed,29/09/2015 03:32:00 PM,30/09/2015 12:00:00 AM,Telephone,In office,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
7830d29db6346bdb9253e8dafcd9c905,General Request,Odour/Fumes,Closed,31/10/2016 03:23:00 PM,21/11/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.40750018622153, -2.490240542844819)",51.407500186221533,-2.490240542844819,16,46,143,3,1
7830f3d1399c1cd20d79b911e28cfad2,Noise Request,,Closed,14/08/2017 01:42:00 PM,11/09/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.35563676227875, -2.3779013385263066)",51.355636762278749,-2.377901338526307,30,60,332,19,1
78435801ee1e37d4cd2a9e22253e3a5b,General Request,Accumulations (including refuse & litter,Closed,19/06/2015 02:30:00 PM,02/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.36767992870067, -2.382028446514287)",51.367679928700667,-2.382028446514287,30,62,338,19,1
784ca2e3fb67aca469f9879faa4b651d,General Request,Accumulations (including refuse & litter,Closed,22/03/2016 03:42:00 PM,26/04/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.38084350757718, -2.360747735185063)",51.380843507577183,-2.360747735185063,35,20,12,7,1
78551113886bec63cfdf19de2b6ddd2e,Noise Request,Noise complaint,Closed,16/11/2017 09:04:00 AM,04/12/2017 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.37130267511969, -2.3895927002713067)",51.371302675119694,-2.389592700271307,27,85,441,15,1
7868dc898817f923acd7f7bcb4976da3,Noise Request,Noise complaint,Closed,02/04/2015 08:18:00 AM,24/08/2015 12:00:00 AM,Electronic Mail,In office,"(51.32985398526668, -2.315105520779452)",51.329853985266681,-2.315105520779452,10,113,54,10,1
787241f5a8f4bd0fc0eac82ebe080146,Noise Request,Noise complaint,Closed,20/02/2018 11:23:00 AM,20/02/2018 12:00:00 AM,Telephone,,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
09d2a536a6f3ff851215974ee0a78316,General Request,Accumulations (including refuse & litter,Closed,14/06/2016 10:04:00 AM,14/07/2016 12:00:00 AM,Personal Visit,In office,"(51.410778511584034, -2.4992661034655907)",51.410778511584034,-2.499266103465591,37,52,174,2,1
7884f2800a6872b9ab7a81d37aca084f,General Request,Accumulations (including refuse & litter,Closed,19/01/2016 12:07:00 PM,06/04/2017 12:00:00 AM,Neighbour,In office,"(51.37528381562526, -2.378663408427703)",51.375283815625259,-2.378663408427703,31,64,350,14,1
788f584428d5c4d8e87322414a3135c6,General Request,Rat Complaint,Closed,25/09/2015 09:34:00 AM,30/09/2015 12:00:00 AM,,Normal Office Hours,"(51.37983185208338, -2.3967858219702665)",51.379831852083377,-2.396785821970266,28,92,479,11,1
7890834f37192ad7aeba245f356e544e,General Request,Accumulations (including refuse & litter,Closed,24/07/2019 11:56:00 AM,12/09/2019 12:00:00 AM,Telephone,,"(51.40882658742449, -2.5114082606762356)",51.408826587424493,-2.511408260676236,37,51,185,2,1
789fcee349340509589bf6574a22386a,General Request,Bonfires,Closed,14/05/2018 10:27:00 AM,14/05/2018 12:00:00 AM,Telephone,In office,"(51.41625748918174, -2.49366087689818)",51.416257489181739,-2.49366087689818,16,45,152,3,1
100ab38fe8e59066c460251ce1c753aa,General Request,Nuisance (excluding noise & pollution),Closed,18/09/2018 07:50:00 AM,18/09/2018 12:00:00 AM,Letter,In office,"(51.2917694512501, -2.455327098204621)",51.291769451250097,-2.455327098204621,26,99,521,26,1
101415a4f5a5581ff9cc729e1bef8c0e,Noise Request,Noise complaint,Closed,18/04/2018 11:15:00 AM,03/05/2018 12:00:00 AM,Telephone,In office,"(51.40239147055417, -2.554287700882862)",51.402391470554171,-2.554287700882862,7,75,404,20,1
10375524ee66453d3307bb19adab5b7a,General Request,Rat Complaint,Closed,28/02/2018 10:51:00 AM,28/02/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
103deab06efb8afe5100629513cd0407,General Request,Rat Complaint,Closed,23/05/2016 02:37:00 PM,04/07/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.40149709336267, -2.294172260888576)",51.401497093362671,-2.294172260888576,1,26,43,10,1
107dd9f04398571f1d05ed9face0e91f,Noise Request,Noise complaint,Closed,02/01/2015 09:37:00 AM,02/01/2015 12:00:00 AM,Telephone,Out of hours service,"(51.37502421343078, -2.386219888370126)",51.375024213430777,-2.386219888370126,32,101,532,13,1
108768895a6ab4bbadaae13a7e173f53,Noise Request,Noise complaint,Closed,21/04/2017 11:33:00 AM,24/04/2017 12:00:00 AM,Telephone,In office,"(51.38313536429413, -2.3594200415617363)",51.383135364294127,-2.359420041561736,35,20,11,7,1
109e194d19a4213adf40d3d2a8c2c438,Noise Request,Noise complaint,Closed,09/04/2016 04:57:00 AM,05/05/2016 12:00:00 AM,Telephone,Out of hours service,"(51.38024881273855, -2.405139243036667)",51.38024881273855,-2.405139243036667,28,91,468,11,1
10b25f0afc9fb1ba4de1c4f96f0d254e,Noise Request,Noise complaint,Closed,09/03/2016 09:43:00 AM,23/03/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.35482646859383, -2.380173950311238)",51.354826468593828,-2.380173950311238,30,61,335,19,1
10d0702591851d052986cc328731ae45,Noise Request,Noise complaint,Closed,31/10/2017 09:19:00 AM,10/11/2017 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.38844182161422, -2.364039247398728)",51.388441821614222,-2.364039247398728,21,2,247,7,1
78efa20c2377880be4a8e62fdcb0f48b,Noise Request,Noise complaint,Closed,29/03/2016 09:17:00 AM,03/11/2016 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.386561269926176, -2.362572358412047)",51.386561269926176,-2.362572358412047,35,22,25,7,1
78f0c15d0c22bad3c31854fb65885a60,Noise Request,,Closed,19/05/2017 02:24:00 PM,12/06/2017 12:00:00 AM,Face To Face,Normal Office Hours,"(51.385311104344176, -2.36167561803221)",51.385311104344176,-2.36167561803221,35,22,4,7,1
78f9c2f3e75fe740d6e22874dd4afd7e,Noise Request,Noise complaint,Closed,22/10/2019 11:50:00 AM,22/10/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
790b14276a766ff151747a19ab19087f,Noise Request,Noise complaint,Closed,02/04/2019 03:17:00 PM,20/05/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.39191436226834, -2.355224161510639)",51.391914362268338,-2.355224161510639,36,94,493,6,1
791e098f8ba6b7a80fd5cea8f07f6d09,General Request,Accumulations (including refuse & litter,Closed,15/05/2018 12:57:00 PM,31/05/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.28678748372124, -2.481210118249232)",51.286787483721241,-2.481210118249232,11,11,291,25,1
7923de299a5999d8d832e3f8ee0b52c6,Noise Request,Noise complaint,Closed,28/10/2015 02:05:00 PM,06/11/2015 12:00:00 AM,Telephone,In office,"(51.37962970264889, -2.3593376204860346)",51.379629702648892,-2.359337620486035,35,20,12,7,1
793555ac1a3331c7b0a6c0f5e3a31c14,General Request,Rat Complaint,Closed,08/05/2019 10:21:00 AM,20/06/2019 12:00:00 AM,Telephone,,"(51.40110096411894, -2.3310215991615926)",51.401100964118939,-2.331021599161593,23,58,216,4,1
793eba072368f6e33195927b00b29fa0,General Request,Accumulations (including refuse & litter,Closed,19/12/2017 03:20:00 PM,17/01/2018 12:00:00 AM,Telephone,In office,"(51.380131731767115, -2.394039631715967)",51.380131731767115,-2.394039631715967,28,92,482,11,1
79446286da4c0b94933c60a31e821012,Noise Request,Noise complaint,Closed,07/06/2017 03:17:00 PM,07/06/2017 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
794ae1721478a9c0d67ed6d46d215220,Noise Request,Noise complaint,Closed,06/02/2017 10:12:00 AM,06/02/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.41625748918174, -2.49366087689818)",51.416257489181739,-2.49366087689818,16,45,152,3,1
6cdedcffcbdf818a3f86b7cd7152d3cb,Noise Request,Noise complaint,Closed,17/09/2018 08:58:00 AM,09/10/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.379221261630164, -2.3928816715237082)",51.379221261630164,-2.392881671523708,28,92,466,11,1
a748c2a11e84bae6d3e0b7f644c46be9,Noise Request,Noise complaint,Closed,14/08/2018 10:18:00 AM,05/09/2018 12:00:00 AM,Telephone,In office,"(51.380251417435574, -2.3630119800759695)",51.380251417435574,-2.36301198007597,34,55,196,9,1
10f55e74a6e5133668ff3ce9e5e27030,Noise Request,Noise complaint,Closed,29/11/2018 09:44:00 AM,13/02/2019 12:00:00 AM,Telephone,,"(51.38313536429413, -2.3594200415617363)",51.383135364294127,-2.359420041561736,35,20,11,7,1
110358f2608ef3f741e2389a4a929a68,Noise Request,Noise complaint,Closed,27/07/2015 12:37:00 PM,20/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.39881527920894, -2.391298624229522)",51.398815279208939,-2.391298624229522,20,106,542,5,1
1121eefbd87b08b89d3b22f30cc45fbf,Noise Request,Noise complaint,Closed,24/06/2015 10:16:00 AM,25/06/2015 12:00:00 AM,Emergency/Out of Hours,,"(51.38139400627959, -2.359616248556757)",51.381394006279592,-2.359616248556757,35,20,11,7,1
113767d77f40cfb7faaccd5119f9944c,Noise Request,Noise complaint,Closed,15/05/2018 09:25:00 AM,08/06/2018 12:00:00 AM,Telephone,In office,"(51.39255299549718, -2.374613831103032)",51.392552995497176,-2.374613831103032,21,1,238,7,1
797e40bdfe28ce16b5d59d29b6584c07,Noise Request,Noise complaint,Closed,29/10/2015 08:56:00 AM,23/11/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.4159175075762, -2.4986122430918223)",51.415917507576196,-2.498612243091822,24,49,158,1,1
7984620f571c3056341087a6d5b4256b,General Request,Drainage Complaint,Closed,04/02/2016 08:33:00 AM,23/02/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.375915384914364, -2.381453807301826)",51.375915384914364,-2.381453807301826,32,101,533,13,1
79866bca36354e7bbe1abc9f4d22c39c,Noise Request,Noise complaint,Closed,16/09/2016 08:53:00 AM,10/10/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.29983396965231, -2.4945464239368382)",51.299833969652312,-2.494546423936838,13,69,370,23,1
799fcf321d302a02565ce02a6d8e6ac2,Noise Request,Noise complaint,Closed,04/09/2015 09:31:00 AM,22/09/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.41607382832319, -2.5085644700311627)",51.416073828323192,-2.508564470031163,24,48,161,1,1
79a9fb9fa93b7815f1d00110526f7fa2,General Request,Odour/Fumes,Closed,05/12/2016 01:07:00 PM,05/12/2016 12:00:00 AM,Electronic Mail,In office,"(51.30883542843996, -2.653205137142407)",51.308835428439963,-2.653205137142407,4,32,86,21,1
79de359ff1c5b6056586de80df13ea50,Noise Request,Noise complaint,Closed,01/10/2018 10:08:00 AM,18/12/2018 12:00:00 AM,Emergency/Out of Hours,In office,"(51.379196700745716, -2.350075634666401)",51.379196700745716,-2.350075634666401,33,110,562,12,1
79e53fce99c37307c47eb75ba94ab2cc,Noise Request,Noise complaint,Closed,15/06/2018 09:44:00 AM,26/06/2018 12:00:00 AM,Telephone,,"(51.35878728732128, -2.3600841482728945)",51.358787287321277,-2.360084148272894,19,36,119,18,1
79e739e9cbf180075e1c1b21dcd5998b,Noise Request,,Closed,15/05/2018 11:17:00 AM,12/06/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.40063004186545, -2.486299668072352)",51.400630041865448,-2.486299668072352,16,44,140,3,1
79facfe19d28e6ea3c79aa7f63ed487e,Noise Request,Noise complaint,Closed,24/12/2018 09:43:00 AM,08/04/2019 12:00:00 AM,Noise Mobile App,In office,"(51.29451722007147, -2.440513583414533)",51.294517220071469,-2.440513583414533,12,77,412,24,1
79fbb70a25d1945be688323df8652e87,General Request,Rat Complaint,Closed,31/01/2018 11:37:00 AM,05/02/2018 12:00:00 AM,Electronic Mail,In office,"(51.39685471328736, -2.3498821619508012)",51.396854713287361,-2.349882161950801,23,57,225,4,1
7a09cd3ebdfd67f5ca433df89dcb1f09,General Request,Accumulations (including refuse & litter,Closed,20/08/2015 03:36:00 PM,29/09/2015 03:07:00 PM,Electronic Mail,Normal Office Hours,"(51.36709830349512, -2.546859743168571)",51.367098303495119,-2.546859743168571,7,74,397,20,1
7a0e1c9a827f185186a64ad518a4c7fe,Noise Request,Noise complaint,Closed,28/08/2019 10:59:00 AM,23/10/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.35922195725595, -2.350377066453812)",51.359221957255947,-2.350377066453812,19,38,118,18,1
7a0e72cf8d221a0f14f21c13a63f1c8e,Noise Request,Noise complaint,Closed,15/07/2015 03:10:00 PM,27/01/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.40135559787599, -2.3422007826980553)",51.401355597875991,-2.342200782698055,23,56,219,4,1
7a1fc5df0a9612980cf8955cd81a4935,Noise Request,Noise complaint,Closed,14/09/2015 10:52:00 AM,07/10/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.314459675614444, -2.416718011908918)",51.314459675614444,-2.416718011908918,15,72,384,22,1
7a30e8bac1324b089b467d80596b48ba,Noise Request,Noise complaint,Closed,24/10/2016 07:38:00 AM,16/11/2016 12:00:00 AM,Telephone,Out of hours service,"(51.38131800678713, -2.3651985853211817)",51.381318006787133,-2.365198585321182,34,55,,9,1
7a356a3033a8d4df6ce5b4aa0606335f,Noise Request,Noise complaint,Closed,05/06/2017 11:03:00 AM,05/07/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.362384116697605, -2.35910543073668)",51.362384116697605,-2.35910543073668,19,39,112,18,1
7a612398cffca980db4e76ab1679b1e6,Noise Request,Noise complaint,Closed,16/07/2018 12:07:00 PM,14/08/2018 12:00:00 AM,Telephone,In office,"(51.399096799189415, -2.340793703180689)",51.399096799189415,-2.340793703180689,23,58,220,4,1
7a6ea94943e80e15bc33959fa8598391,General Request,Accumulations (including refuse & litter,Closed,21/02/2017 06:51:00 PM,01/03/2017 12:00:00 AM,Telephone,Out of hours service,"(51.41625748918174, -2.49366087689818)",51.416257489181739,-2.49366087689818,16,45,152,3,1
7a82602131e689a9fca7818ef20610bc,Noise Request,Noise complaint,Closed,18/03/2015 11:32:00 PM,19/03/2015 12:00:00 AM,Telephone,Out of hours service,"(51.28849592551761, -2.459396439226046)",51.288495925517608,-2.459396439226046,26,99,506,26,1
7a9317f867b611a894d053280415a001,Noise Request,,Closed,15/02/2017 11:27:00 AM,15/02/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
7ab8036f0b6ed2d31d1669ae29dd1f02,Noise Request,Noise complaint,Closed,17/07/2019 10:43:00 AM,13/08/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.3990135952017, -2.4553189577993018)",51.399013595201701,-2.455318957799302,17,81,423,16,1
52c842b176e129d7a4bc50895edc6ef3,Noise Request,Noise complaint,Closed,20/09/2018 08:43:00 AM,01/10/2018 12:00:00 AM,Telephone,In office,"(51.378078858092685, -2.3754148828293533)",51.378078858092685,-2.375414882829353,33,112,565,12,1
0f05248009923b75d11b8f615403ee3a,Noise Request,Noise complaint,Closed,21/09/2018 10:30:00 AM,18/10/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.39522220603841, -2.4148105136087787)",51.395222206038412,-2.414810513608779,1,25,50,10,1
0faa1dfe1af1f3dd81e707ad24861c14,General Request,Rat Complaint,Closed,26/09/2018 08:20:00 AM,26/09/2018 12:00:00 AM,,In office,"(51.377806621180824, -2.364952029768889)",51.377806621180824,-2.364952029768889,33,109,561,12,1
106f4031b9a332ecfb4e43580feeea18,General Request,Nuisance (excluding noise & pollution),Closed,26/09/2018 12:57:00 PM,18/10/2018 12:00:00 AM,,,"(51.322807212048744, -2.435502298859699)",51.322807212048744,-2.435502298859699,15,71,389,22,1
113d3801984090fdac07721a52440d2b,Noise Request,Noise complaint,Closed,12/06/2017 11:36:00 AM,28/06/2017 12:00:00 AM,Emergency/Out of Hours,In office,"(51.37789855443619, -2.3836203610498523)",51.377898554436193,-2.383620361049852,32,101,531,13,1
11407b72e3db33f7f7cedfae4b934ae9,Noise Request,Noise complaint,Closed,25/07/2017 12:44:00 PM,25/07/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
1144f5067d28aa8d86fd65fbdf421bb7,Noise Request,Noise complaint,Closed,01/08/2018 07:38:00 AM,22/08/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.31240418489356, -2.4281104775951126)",51.312404184893559,-2.428110477595113,15,73,385,22,1
11658f026399efa1d8387d9fe326e1d5,Noise Request,Noise complaint,Closed,23/09/2016 11:55:00 AM,26/09/2016 12:00:00 AM,Neighbour,,"(51.38512797311856, -2.363721437844481)",51.385127973118557,-2.363721437844481,35,22,25,7,1
1174ed93fd70fcde8bf5a0a4b1394c4a,General Request,Accumulations (including refuse & litter,Closed,01/02/2017 11:38:00 AM,08/02/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.37049510614425, -2.3854054777423976)",51.370495106144247,-2.385405477742398,31,66,358,14,1
76b40cd8f2700965ea59489bbe468884,Noise Request,Noise complaint,Closed,28/05/2019 08:10:00 AM,12/06/2019 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.283855946464854, -2.4746848557407355)",51.283855946464854,-2.474684855740736,26,100,513,26,1
118ce75dcf0cc8d25a7474c3bb5eafd8,Noise Request,Noise complaint,Closed,28/09/2018 09:22:00 PM,05/11/2018 12:00:00 AM,Council Connect,Normal Office Hours,"(51.39881527920894, -2.391298624229522)",51.398815279208939,-2.391298624229522,20,106,542,5,1
11e487c092fa901aaa2fe5ff14f640b6,Noise Request,Noise complaint,Closed,31/07/2018 09:20:00 AM,12/10/2018 12:00:00 AM,Electronic Mail,Out of hours service,"(51.35878728732128, -2.3600841482728945)",51.358787287321277,-2.360084148272894,19,36,119,18,1
122b03689150810a7af7997cfe06e916,General Request,Odour/Fumes,Closed,27/03/2019 09:44:00 AM,12/04/2019 12:00:00 AM,Electronic Mail,Out of hours service,"(51.31458318740453, -2.419844493400458)",51.31458318740453,-2.419844493400458,15,72,396,22,1
124a5bf05e66da76d919803bd3470482,General Request,Bonfires,Closed,28/09/2017 10:29:00 AM,16/10/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.36035306586089, -2.3798688766177025)",51.360353065860892,-2.379868876617702,30,19,330,19,1
16e29de4095bf0689f2ff5552be56b0b,General Request,Bonfires,Closed,13/09/2017 03:57:00 PM,19/09/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.388408445364504, -2.439797085287391)",51.388408445364504,-2.439797085287391,8,41,125,16,1
c49e4440391d6a637ef0f2bff868c40c,General Request,Bonfires,Closed,16/04/2019 03:57:00 PM,16/05/2019 12:00:00 AM,Telephone,,"(51.411150153105666, -2.3169863789936853)",51.411150153105666,-2.316986378993685,1,23,37,10,1
cf2b022529a0d2e25bf2d2341addcb07,General Request,Bonfires,Closed,25/09/2018 02:47:00 PM,25/09/2018 12:00:00 AM,Referral - FSA,Normal Office Hours,"(51.399928745928705, -2.3921129237375554)",51.399928745928705,-2.392112923737555,20,106,553,5,1
01f2de6af3470b9b9ae6bc4c7b9c8902,General Request,Rat Complaint,Closed,01/10/2018 03:29:00 PM,18/10/2018 12:00:00 AM,Telephone,In office,"(51.39615301160019, -2.3896845160140376)",51.396153011600191,-2.389684516014038,20,108,540,5,1
1261b76fabf92556aebf66958ff304eb,Noise Request,Noise complaint,Closed,24/03/2016 09:22:00 AM,04/04/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.38131800678713, -2.3651985853211817)",51.381318006787133,-2.365198585321182,34,55,,9,1
126489cf28f97b97bc738b07b386fac5,General Request,Accumulations (including refuse & litter,Closed,16/08/2016 12:33:00 PM,17/08/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.38770407502211, -2.4014193430473516)",51.387704075022107,-2.401419343047352,29,17,321,8,1
