id,uri,title,inscription,subjects,colour_name,location,erected_at,thumbnail_url,coordinates,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
916,http://openplaques.org/plaques/916.json,Caleb Hillier Parry and W. E. Parry bronze plaque in Bath,"Here lived 
Dr Caleb Hillier Parry 
B.1755 D. 1822. 
and his son 
Admiral Sir W. E. Parry 
B.1790 D.1855",Caleb Hillier Parry and W. E. Parry,bronze,27 The Circus,,http://farm5.static.flickr.com/4110/5064950947_de59fb131a_s.jpg,"(51.3857, -2.3635)",35,25,7,1,22
30840,http://openplaques.org/plaques/30840.json,Stone plaque â 30840 in Bath,Hope House destroyed by enemy action 25 April 1942 re-opened 23 May 1951 by HRH the Duchess of Gloucester,,stone,Lansdown Road,,http://farm3.staticflickr.com/2913/14064822748_5db0ba1a0c_s.jpg,"(51.390744, -2.364517)",21,242,7,1,2
897,http://openplaques.org/plaques/897.json,George Saintsbury bronze plaque in Bath,"Here lived 
George Saintsbury 
F.B.A., M.A., Hon. LL.D., D. Litt.
1916-1933.",George Saintsbury,bronze,1a Royal Crescent,,http://farm5.static.flickr.com/4086/5065576576_c0a325f628_s.jpg,"(51.3866, -2.36719)",34,200,9,1,115
12026,http://openplaques.org/plaques/12026.json,Richard 'Beau' Nash black plaque in Bath,Here lived Beau Nash MC 1743-1761,Richard 'Beau' Nash,black,Saw Street,,http://farm9.staticflickr.com/8257/8635781974_576275220c_s.jpg,"(51.3820399966189, -2.36255943775177)",34,193,9,1,55
4444,http://openplaques.org/plaques/4444.json,Isambard Kingdom Brunel blue plaque in Bath,"The Royal Hotel
Designed by
Isambard Kingdom Brunel
Born 1806 died 1859",Isambard Kingdom Brunel,blue,"The Royal Hotel, Manvers Street",,http://farm5.static.flickr.com/4113/5065679712_cab50fe298_s.jpg,"(51.378, -2.35689)",35,13,7,1,21
907,http://openplaques.org/plaques/907.json,Charlotte bronze plaque in Bath,Here dwelt Queen Charlotte 1817,Charlotte,bronze,93 Sydney Place,,http://farm5.static.flickr.com/4085/5064863391_2238824a4e_s.jpg,"(51.385, -2.35018)",22,74,12,1,30
901,http://openplaques.org/plaques/901.json,John Christopher Smith bronze plaque in Bath,Here dwelt John Christopher Smith (1712-1795) Handel's friend and secretary,John Christopher Smith,bronze,18 Brock Street,,http://farm8.staticflickr.com/7041/6990799403_ede3d0e782_s.jpg,"(51.3863, -2.36671)",35,23,7,1,22
10183,http://openplaques.org/plaques/10183.json,Ralph Allen bronze plaque in Bath,Ralph Allens' Cottages Built by Ralph Allen to house his stone masons who worked nearby Erected circa 1740 Restored 1983,Ralph Allen,bronze,"Ralph Allen's Cottages, Prior Park Road",,http://farm8.staticflickr.com/7105/7235892714_c6d704f6a1_s.jpg,"(51.375658, -2.352561)",33,569,12,1,111
876,http://openplaques.org/plaques/876.json,William Smith bronze plaque in Bath,"In this house, William Smith, the father of English geology, dictated ""The Order of the Strata"" December 11th 1799",William Smith,bronze,29 Pultney Street,,http://farm5.static.flickr.com/4113/5065457994_f7eb5f9447_s.jpg,"(51.3823, -2.35153)",35,3,7,1,21
4440,http://openplaques.org/plaques/4440.json,Elizabeth Anne Linley bronze plaque in Bath,"Elizabeth Anne Linley 
afterwards
Mrs. R.B. Sheridan
lived here 1767-1771.",Elizabeth Anne Linley,bronze,Old Orchard Street,,http://farm5.static.flickr.com/4088/5065662608_861f570f12_s.jpg,"(51.38, -2.35749)",35,12,7,1,20
880,http://openplaques.org/plaques/880.json,William Wordsworth bronze plaque in Bath,"Here dwelt 
William Wordsworth
B.1770 D.1850",William Wordsworth,bronze,9 North Parade,,http://farm5.static.flickr.com/4131/5065632228_db387cb486_s.jpg,"(51.3807, -2.35665)",35,13,7,1,21
910,http://openplaques.org/plaques/910.json,Fanny Burney bronze plaque in Bath,Fanny Burney stayed here 1780 B.1752 D.1840,Fanny Burney,bronze,14 South Parade,,http://farm8.staticflickr.com/7068/6970095181_1401b583af_s.jpg,"(51.3801, -2.35557)",35,13,7,1,21
11835,http://openplaques.org/plaques/11835.json,Bronze plaque â 11835 in Bath,"In memory of honours conferred and in gratitude for benefits bestowed on this city by HRH Frederick Prince of Wales and His Royal Consort, in the year 1738 this obelisk was erected by Richard Nash.
",,bronze,Queens Square,,http://farm9.staticflickr.com/8033/7886869266_4d53aef696_s.jpg,"(51.383205, -2.363133)",34,193,9,1,55
869,http://openplaques.org/plaques/869.json,Sydney W. Smith bronze plaque in Bath,"Here lived 
Admiral 
Sir Sydney W. Smith 
1772-1774
B.1764 D. 1840",Sydney W. Smith,bronze,12 Catherine Street,,http://farm5.static.flickr.com/4146/5065571872_0b240e2fb6_s.jpg,"(51.3874, -2.36587)",35,20,7,1,22
900,http://openplaques.org/plaques/900.json,David Livingstone bronze plaque in Bath,"Here dwelt 
David Livingstone 
B 1813. D 1873.",David Livingstone,bronze,13 The Circus,,http://farm5.static.flickr.com/4149/5065548990_a8434247cf_s.jpg,"(51.3855, -2.3641)",35,21,7,1,22
902,http://openplaques.org/plaques/902.json,Thomas Lawrence bronze plaque in Bath,Here lived Sir Thomas Lawrence P.R.A. 1783-1788.,Thomas Lawrence,bronze,2 Alfred Street,,http://farm8.staticflickr.com/7070/6844647486_feff59640a_s.jpg,"(51.3859, -2.36144)",35,4,7,1,22
915,http://openplaques.org/plaques/915.json,William Pitt bronze plaque in Bath,"Here lived William Pitt
A.D. 1802",William Pitt,bronze,15 Johnstone Street,,http://farm5.static.flickr.com/4109/5065504854_f06aae67d4_s.jpg,"(51.3834, -2.35627)",35,11,7,1,20
9199,http://openplaques.org/plaques/9199.json,Charles Dickens black plaque in Bath,Charles Dickens dwelt here 1840,Charles Dickens,black,35 St Jamesâs Square,,http://farm8.staticflickr.com/7061/6823971424_9d52da5c46_s.jpg,"(51.38879, -2.36767)",34,198,9,1,115
885,http://openplaques.org/plaques/885.json,Philip Stanhope bronze plaque in Bath,"Here lived 
the Earl 
of Chesterfield
B.1694 D.1773",Philip Stanhope,bronze,4 Pierrepont Street,,http://farm5.static.flickr.com/4106/5065651778_f7bd8bbb71_s.jpg,"(51.3803, -2.35694)",35,13,7,1,21
890,http://openplaques.org/plaques/890.json,Walter Savage Landor black plaque in Bath,Here lived W. Savage Landor b.1775 d.1864,Walter Savage Landor,black,35 St. James Square,,http://farm8.staticflickr.com/7041/6970094243_f4bfec52d7_s.jpg,"(51.3888, -2.36769)",34,198,9,1,115
914,http://openplaques.org/plaques/914.json,William Beckford bronze plaque in Bath,Here lived William Beckford 1822 - 1844,William Beckford,bronze,20 Lansdown Crescent,,http://farm9.staticflickr.com/8299/7886866876_513516724f_s.jpg,"(51.3926, -2.36674)",21,240,7,1,1
4436,http://openplaques.org/plaques/4436.json,Oliver Goldsmith bronze plaque in Bath,"Oliver Goldsmith 
stayed here 
1771",Oliver Goldsmith,bronze,North Parade,,http://farm5.static.flickr.com/4127/5065014839_259fc05e79_s.jpg,"(51.3803, -2.35652)",35,13,7,1,21
895,http://openplaques.org/plaques/895.json,James Wolfe bronze plaque in Bath,Here dwelt General Wolfe B 1727 D 1759,James Wolfe,bronze,5 Trim Street,,http://farm8.staticflickr.com/7051/6990828665_87baa7262b_s.jpg,"(51.3827, -2.36183)",35,11,7,1,20
11333,http://openplaques.org/plaques/11333.json,Thomas Barker bronze plaque in Bath,Here lived Thomas Barker B. 1769 D. 1847,Thomas Barker,bronze,"Doric House, Cavendish Road",,http://farm9.staticflickr.com/8180/7886870520_a1bde2f51c_s.jpg,"(51.392257, -2.370429)",21,238,7,1,1
879,http://openplaques.org/plaques/879.json,Horatio Nelson bronze plaque in Bath,"Here dwelt 
Admiral Lord Nelson
B.1758 D.1805",Horatio Nelson,bronze,2 Pierrepont Street,,http://farm5.static.flickr.com/4086/5065656668_a2c2bc5b1d_s.jpg,"(51.3806, -2.35696)",35,13,7,1,21
4426,http://openplaques.org/plaques/4426.json,William Jay bronze plaque in Bath,William Jay was Minister here 1790-1853,William Jay,bronze,"Bath Central United Reformed Church, Argyle Street",,http://farm5.static.flickr.com/4088/5064833979_5e68ac51a8_s.jpg,"(51.3834, -2.35667)",35,11,7,1,20
31098,http://openplaques.org/plaques/31098.json,Stone plaque â 31098 in Bath,The chapel of St John of Beverly for the deaf and dumb,,stone,North Parade,,http://farm4.staticflickr.com/3920/14362844940_bb9c663e40_s.jpg,"(51.380807, -2.356224)",35,13,7,1,21
4442,http://openplaques.org/plaques/4442.json,"Theatre Royal Bath, John Palmer, Sarah Siddons, John Philip Kemble, and 8 others in Bath","This building, erected in 1750, was formerly the 
Theatre Royal
managed by the celebrated John Palmer, M.P., originator of the mail coach system
and holder of the first Royal Patent ever granted to a provincial theatre,
to its stock company, for a period of four years (1778-82) belonged the renowned
Sarah Siddons,
with her husband and sister. Here also appeared her brothers,
John Philip Kemble and Stephen Kemble.
Here John Henderson and R.W. Elliston
both made their first appearances on the stage and were for a long time leading actors.
Samuel Foote, George Frederick Cooke, William Dimond, Benjamin Engledon,
George and Mrs. Bartley, and many other famous players
also acted in this theatre, which was closed in 1805.","Theatre Royal Bath, John Palmer, Sarah Siddons, and 9 others",bronze,Old Orchard Street,01/01/1937 12:00:00 AM,http://farm5.static.flickr.com/4124/5065061157_98deee8af5_s.jpg,"(51.38, -2.35749)",35,12,7,1,20
874,http://openplaques.org/plaques/874.json,Robert Southey bronze plaque in Bath,Here lived Robert Southey B. 1774 D. 1843,Robert Southey,bronze,108 Walcot Street,,http://farm8.staticflickr.com/7176/6844636960_42be03b908_s.jpg,"(51.3868, -2.3592)",35,1,7,1,20
908,http://openplaques.org/plaques/908.json,Thomas Gainsborough bronze plaque in Bath,"Here lived 
T. Gainsborough. R.A. 
B.1727 D.1788",Thomas Gainsborough,bronze,17 The Circus,,http://farm5.static.flickr.com/4107/5064929311_6ffebb024c_s.jpg,"(51.3862, -2.36421)",35,21,7,1,22
870,http://openplaques.org/plaques/870.json,Arthur Philip bronze plaque in Bath,Here lived Admiral Philip 1806-1814 First Governor of Australia,Arthur Philip,bronze,19 Bennett Street,,http://farm8.staticflickr.com/7186/6844715216_455eb95dc4_s.jpg,"(51.3868, -2.3621)",35,22,7,1,22
30843,http://openplaques.org/plaques/30843.json,Isambard Kingdom Brunel red plaque in Bath,"Bath Spa Station 1841 focal point of I K Brunel's Great Western Railway through Bath, sympathetically designed in the pioneering phase of railway construction",Isambard Kingdom Brunel,red,"Bath Spa Station, Dorchester Street",01/01/2013 12:00:00 AM,http://farm3.staticflickr.com/2930/14065977939_c3ab7edfe9_s.jpg,"(51.377881, -2.357007)",35,13,7,1,21
903,http://openplaques.org/plaques/903.json,George Wade bronze plaque in Bath,Here lived Marshal Wade M.P. B.1673 D.1748,George Wade,bronze,"Marshall Wade House, 14 Abbey Churchyard",,http://farm1.staticflickr.com/130/383555325_c87c589ebf_s.jpg,"(51.3806, -2.35874)",35,12,7,1,20
913,http://openplaques.org/plaques/913.json,William Wilberforce bronze plaque in Bath,William Wilberforce B.1759 D.1833 stayed here 1802 and 1805.,William Wilberforce,bronze,36 Great Pultney Street,,http://farm5.static.flickr.com/4131/5064850333_e75050060e_s.jpg,"(51.3853, -2.3525)",35,24,7,1,21
8978,http://openplaques.org/plaques/8978.json,John Rennie blue plaque in Bath,Claverton Pump Designed by John Rennie (1761-1821). Built 1810-1813. Restored by Kennet and Avon Canal Trust 1969-1976.,John Rennie,blue,"Claverton Pumping Station, Ferry Lane, Claverton",10/28/1984 12:00:00 AM,,"(51.37806, -2.3017)",1,49,10,1,27
4438,http://openplaques.org/plaques/4438.json,James Quin bronze plaque in Bath,"Here lived 
James Quin 
B.1693 D.1766",James Quin,bronze,4 Pierrepont Street,,http://farm5.static.flickr.com/4145/5065035031_e0e53390cb_s.jpg,"(51.3803, -2.35711)",35,13,7,1,21
10182,http://openplaques.org/plaques/10182.json,William Herschel bronze plaque in Bath,Here lived William Herschel A.D. 1781.,William Herschel,bronze,19 New King Street,,http://farm9.staticflickr.com/8307/7886910822_7d9f498275_s.jpg,"(51.382609, -2.36683)",34,212,9,1,115
11256,http://openplaques.org/plaques/11256.json,Bronze plaque â 11256 in Bath,Part of the mediaeval wall of the city of Bath,,bronze,Trim Street,,http://farm9.staticflickr.com/8295/7803179122_4fa87e0ab2_s.jpg,"(51.382644, -2.36183)",35,11,7,1,20
884,http://openplaques.org/plaques/884.json,William Oliver bronze plaque in Bath,"On this site stood the residence of William Oliver, M.D. One of the founders of the Royal Mineral Water Hospital B. 1695 D. 1764",William Oliver,bronze,16-18 Queen Square,,http://farm8.staticflickr.com/7057/6823971024_c0933ecd5d_s.jpg,"(51.3832, -2.36429)",34,193,9,1,55
899,http://openplaques.org/plaques/899.json,Hester Thrale bronze plaque in Bath,"Here lived Mrs Piozzi
B.1741 D.1821",Hester Thrale,bronze,8 Gay Street,,http://farm5.static.flickr.com/4103/5065524312_bac5eaf142_s.jpg,"(51.3849, -2.36388)",35,25,7,1,22
878,http://openplaques.org/plaques/878.json,William IV bronze plaque in Bath,"Here dwelt the Duke of Clarence afterwards King William the Fourth. 1817.
B.1765. D.1837.",William IV,bronze,103 Sydney Place,,http://farm5.static.flickr.com/4152/5064868475_e64817f288_s.jpg,"(51.3851, -2.35122)",22,74,12,1,30
11832,http://openplaques.org/plaques/11832.json,Stone plaque â 11832 in Bath,This building designed by Thomas Jelly and completed in 1754 was restored in 1978 by the Friends of King Edward's School with the aid of a grant from the Bath Town Scheme.,,stone,Broad Street,,http://farm9.staticflickr.com/8310/7886867212_4252aaa2b6_s.jpg,"(51.384276, -2.360408)",35,11,7,1,20
912,http://openplaques.org/plaques/912.json,Robert Clive bronze plaque in Bath,"Here dwelt 
Lord Clive 
B.1725 D.1774",Robert Clive,bronze,14 The Circus,,http://farm5.static.flickr.com/4089/5065545252_d8c8ea3a0c_s.jpg,"(51.3864, -2.36421)",35,21,7,1,22
894,http://openplaques.org/plaques/894.json,Henry Fielding and Sarah Fielding bronze plaque in Bath,Here lived Henry Fielding B.1707 D.1754 and Sarah Fielding B.1710 D.1768,Henry Fielding and Sarah Fielding,bronze,"Widcombe Lodge, Church Street",,http://farm8.staticflickr.com/7414/9832723895_4b1900ba8a_s.jpg,"(51.3743588911752, -2.34787702560425)",33,558,12,1,110
4428,http://openplaques.org/plaques/4428.json,Louis-NapolÃ©on Bonaparte bronze plaque in Bath,"Prince Louis Napoleon Napoleon III. 
Stayed here 1846.
B.1808. D.1873.",Louis-NapolÃ©on Bonaparte,bronze,Sydney Place,,http://farm5.static.flickr.com/4125/5065484960_850f305550_s.jpg,"(51.3852, -2.35069)",22,74,12,1,30
875,http://openplaques.org/plaques/875.json,Jane Austen bronze plaque in Bath,Here lived Jane Austen 1801-1805,Jane Austen,bronze,4 Sydney Place,,http://farm5.static.flickr.com/4145/5065467278_b30e476276_s.jpg,"(51.3859, -2.35186)",35,24,7,1,21
12835,http://openplaques.org/plaques/12835.json,Blue plaque â 12835 in Bath,"Bloomsbury.  Richard Barson, entrepreneur, visionary, father, friend.  1964 - 2010",,blue,?,,http://farm3.staticflickr.com/2881/9209058013_28e43284c1_s.jpg,"(51.383164, -2.360966)",35,11,7,1,20
4434,http://openplaques.org/plaques/4434.json,Hannah More bronze plaque in Bath,Here dwelt Hannah More 1792-1802,Hannah More,bronze,William Street,,http://farm5.static.flickr.com/4108/5064888473_b29c532545_s.jpg,"(51.3841, -2.35451)",35,9,7,1,21
6496,http://openplaques.org/plaques/6496.json,Jacob von Hogflume blue plaque in Bath,Jacob von Hogflume 1864-1909 Inventor of time travel. lived here in 1547,Jacob von Hogflume,blue,"The Octagon, Milsom St",,,"(51.383935, -2.361452)",35,11,7,1,20
905,http://openplaques.org/plaques/905.json,Frederic Harrison bronze plaque in Bath,"Here lived 
Frederic Harrison 
B.1831 D.1923",Frederic Harrison,bronze,10 Royal Crescent,,http://farm5.static.flickr.com/4145/5065591544_742ec5ddea_s.jpg,"(51.3872, -2.36751)",34,200,9,1,115
898,http://openplaques.org/plaques/898.json,John Wood the younger bronze plaque in Bath,Here lived John Wood Junr B. 1727 D. 1781,John Wood the younger,bronze,41 Gay Street,,http://farm8.staticflickr.com/7178/6823970000_0482fc4ee2_s.jpg,"(51.384, -2.3631)",35,4,7,1,22
1287,http://openplaques.org/plaques/1287.json,Sally Lunn brown plaque in Bath,"The oldest house
in Bath 1482
Sally Lunn
lived here
1680",Sally Lunn,brown,4 North Parade Passage,,http://farm5.static.flickr.com/4131/5065385016_23db073e46_s.jpg,"(51.3808, -2.3582)",35,12,7,1,20
887,http://openplaques.org/plaques/887.json,Henry Stafford Smith bronze plaque in Bath,"These premises were formerly occupied by the philatelist Henry Stafford Smith (B. 1843. D. 1903) who with his brother Alfred William Smith (B. 1837. D.1880) published from 1863 onwards, ""The Stamp Collector's Magazine"". This was the pioneer philatelic journal and Bath is therefore the cradle city of philatelic literature.",Henry Stafford Smith,bronze,13 George Street,,http://farm8.staticflickr.com/7067/6990808053_8433c1476c_s.jpg,"(51.3848, -2.36335)",35,25,7,1,22
871,http://openplaques.org/plaques/871.json,John Hunter bronze plaque in Bath,"Here dwelt 
John Hunter, F.R.S.
1785.
B.1728. D.1793.",John Hunter,bronze,12 South Parade,,http://farm5.static.flickr.com/4111/5065025067_951162a5d9_s.jpg,"(51.3803, -2.35652)",35,13,7,1,21
30751,http://openplaques.org/plaques/30751.json,Stone plaque â 30751 in Bath,"This piece of ground was in the year 1736 set apart for the burial of patients dying in the Bath General Hospital, and after receiving 238 bodies was closed by the governors of that charity in the year 1849, from regard to the health of the living.",,stone,Trim Street,,http://farm8.staticflickr.com/7328/14168442655_e8624c1636_s.jpg,"(51.382622, -2.362425)",35,11,7,1,20
886,http://openplaques.org/plaques/886.json,Richard Brinsley Sheridan and Thomas Sheridan brass plaque in Bath,Near this site between 1770 and 1772 lived Thomas Sheridan Actor & Orthoepist 1719-1788 Richard Brinsley Sheridan Dramatist 1751-1816,Richard Brinsley Sheridan and Thomas Sheridan,brass,9 New King Street,,http://farm8.staticflickr.com/7195/6844690764_48cbaac2e2_s.jpg,"(51.3824, -2.36671)",34,192,9,1,55
883,http://openplaques.org/plaques/883.json,James Brooke bronze plaque in Bath,"Here lived Sir James Brooke, K.C.B. first Rajah of Sarawak B.1803 D.1868",James Brooke,bronze,1 Widcombe Crescent,,http://farm6.staticflickr.com/5466/9832969033_0af302e112_s.jpg,"(51.3754, -2.35026)",33,574,12,1,110
11258,http://openplaques.org/plaques/11258.json,Black plaque â 11258 in Bath,The tower of the Norman cathedral built by Bishop John de Villulain in the reign of William II (c1091) stood here. The apse is believed to have extended 36 metres east from this point.,,black,Bath Abbey,,http://farm8.staticflickr.com/7253/7803180040_98135b00d9_s.jpg,"(51.381454, -2.358925)",35,11,7,1,20
8399,http://openplaques.org/plaques/8399.json,Richard 'Beau' Nash white plaque in Bath,In this house resided the celebrated Beau Nash and here he died Feby. 1761,Richard 'Beau' Nash,white,Barton Street,,"http://commons.wikimedia.org/wiki/Special:FilePath/Beau_Nash_plaque,_Bath.jpg?width=75","(51.382183, -2.362588)",34,193,9,1,55
31632,http://openplaques.org/plaques/31632.json,Horace Walpole bronze plaque in Bath,Horace Walpole stayed here 1766,Horace Walpole,bronze,"Chapel Court, St John's Hospital",,http://farm6.staticflickr.com/5588/15046628587_ec7a925fe7_s.jpg,"(51.380794, -2.362028)",35,10,7,1,20
