URN,LAESTAB,School name,Post code,Ofsted region,Region,Local authority,Parliamentary constituency,Type of school,Phase of school,Ofsted phase,Dataview phase,Predecessor URN of schools converting to academy,Schools open/closed status,School opening date,Reason for opening,School closing date,Reason for closure,Inspection number,Inspection type,Academic year,Inspection start date,Inspection end date,First published date,Latest published date,Overall effectiveness,Category,Sixth form provision,Early years provision,Pupils' achievement (aggregated),Achievement of pupils,How well do pupils achieve?,Behaviour and safety of pupils,Quality of teaching,Leadership and management,Overall effectiveness of residential experience (aggregated),The effectiveness of the boarding provision (pre Jan 2012),Overall effectiveness of residential experience (post Jan 2012),Outcomes for residential pupils (post Jan 2012),Quality of residential provision and care (post Jan 2012),Residential pupils safety (post Jan 2012),Leadership and management of the residential provision (post Jan 2012),The effectiveness of partnerships in promoting learning and well-being,The school's capacity for sustained improvement,Outcomes for individuals and groups of pupils,Pupils' attainment,The quality of pupils' learning and their progress,Outcomes for children in the Early Years Foundation Stage,The quality of learning for pupils with special educational needs and/or disabilities and their progress,Outcomes for students in the sixth form ,"The extent of pupils' spiritual, moral, social and cultural development",The extent to which pupils adopt healthy lifestyles,The extent to which pupils feel safe,Pupils' attendance,The extent to which pupils contribute to the school and wider community,The extent to which pupils develop workplace and other skills that will contribute to their future economic well-being,The quality of provision in the sixth form,"The extent to which the curriculum meets pupils' needs, including, where relevant, through partnerships","The effectiveness of care, guidance and support",The use of assessment to support learning,The quality of provision in the Early Years Foundation Stage,The effectiveness of leadership and management of the Early Years Foundation Stage,The effectiveness of leadership and management of the sixth form,The effectiveness with which the school promotes equality of opportunity and tackles discrimination,The effectiveness with which the school promotes community cohesion,The effectiveness with which the school deploys resources to achieve value for money,The effectiveness of the governing body in challenging and supporting the school so that weaknesses are tackled decisively...,The effectiveness of safeguarding procedures,The effectiveness of the school's engagement with parents and carers,The leadership and management of teaching and learning,Pilot_Does the school adequately promote the pupils' well-being?,Pilot_Does the school adequately promote community cohesion?,Pilot_Does the school provide value for money?,Inspection number of the previous inspection,Academic year of the previous inspection,Inspection end date of the previous inspection,Previous inspection - Overall effectiveness,Previous inspection - Category,Movement in overall effectiveness since previous inspection,Time between inspections (months)
109206,8003103,Swainswick CofE Primary School,BA1 8DB,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356498,S5 Inspection,2010/11,09/11/2010,10/11/2010,01/12/2010,01/12/2010,2,,9,2,2,2,9,2,2,2,8,8,8,8,8,8,8,1,2,2,2,2,2,2,9,2,2,1,2,1,2,9,2,1,2,2,2,9,2,3,2,2,2,2,2,9,9,9,309926,2007/08,11/09/2007,3,,Improved,38
136311,8004133,Somervale School Specialist Media Arts College,BA3 2JD,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Secondary,Secondary,Academy Converter,109307,Open,01/10/2010 12:00:00 AM,Academy Converter,,Unknown,356520,Notice to Improve S5 ReInspection,2010/11,24/11/2010,25/11/2010,15/12/2010,25/09/2014,3,,3,9,3,3,9,2,3,2,8,8,8,8,8,8,8,1,2,3,3,3,9,3,3,2,2,2,2,1,2,3,2,2,3,9,9,3,2,2,3,1,2,2,2,9,9,9,337270,2009/10,12/11/2009,4,NTI,Improved,12
109154,8003034,St Saviour's CofE Infant School,BA1 6NY,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356486,S5 Inspection,2010/11,10/01/2011,11/01/2011,01/02/2011,01/02/2011,3,,9,3,3,3,9,2,3,3,8,8,8,8,8,8,8,3,3,3,3,3,3,3,9,2,1,1,2,2,3,9,3,2,3,3,3,9,3,2,3,3,2,1,3,9,9,9,309902,2007/08,24/01/2008,2,,Declined,36
132947,8007037,The Link School,BA2 5RF,South West,South West,Bath and North East Somerset,Bath,Foundation Special School,Not applicable,Special,Local authority maintained,,Closed,01/09/2006 12:00:00 AM,New Provision,31/03/2014,For Academy,360457,S5 Inspection,2010/11,31/01/2011,01/02/2011,01/03/2011,01/03/2011,3,,9,3,3,3,9,3,3,3,8,8,8,8,8,8,8,2,3,3,3,3,3,3,9,3,3,3,4,2,3,9,3,3,3,3,3,9,3,3,3,3,2,3,3,9,9,9,316041,2007/08,19/11/2007,3,,remained the same,38
109000,8002153,Moorlands Junior School,BA2 2DE,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,362804,S8 Deemed S5,2010/11,08/02/2011,09/02/2011,07/03/2011,07/03/2011,3,,9,9,3,3,9,2,3,3,8,8,8,8,8,8,8,3,3,3,3,3,9,3,9,2,2,2,3,2,3,9,3,3,3,9,9,9,3,3,3,3,3,2,3,9,9,9,324876,2008/09,02/07/2009,4,SM,Improved,19
109066,8002243,Paulton Infant School,BS39 7QY,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356469,S5 Inspection,2010/11,08/02/2011,09/02/2011,07/03/2011,07/03/2011,2,,9,3,2,2,9,2,2,2,8,8,8,8,8,8,8,2,2,2,2,2,3,2,9,2,2,1,2,1,2,9,2,2,2,3,3,9,2,2,2,2,2,2,2,9,9,9,309865,2007/08,22/05/2008,2,,remained the same,33
109332,8005400,Beechen Cliff School,BA2 4RE,South West,South West,Bath and North East Somerset,Bath,Foundation School,Secondary,Secondary,Local authority maintained,,Closed,,Not applicable,31/03/2011,Academy Converter,363747,S5 Inspection,2010/11,16/02/2011,17/02/2011,15/03/2011,15/03/2011,1,,1,9,1,1,9,2,2,1,8,8,8,8,8,8,8,1,1,1,1,2,9,2,1,1,1,1,2,1,1,1,1,1,2,9,9,1,1,1,1,1,2,2,1,9,9,9,309964,2007/08,29/11/2007,2,,Improved,39
109311,8004138,Wellsway School,BS31 1PH,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Secondary,Secondary,Local authority maintained,,Closed,,Not applicable,30/09/2011,Academy Converter,356523,S5 Inspection,2010/11,07/03/2011,08/03/2011,29/03/2011,29/03/2011,1,,1,9,1,1,9,1,2,1,8,8,8,8,8,8,8,1,1,1,1,2,9,2,1,1,2,1,1,1,1,1,1,1,2,9,9,1,1,1,1,1,2,2,2,9,9,9,309957,2007/08,06/12/2007,3,,Improved,39
109152,8003032,St Philip's CofE Primary School,BA2 2BN,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356484,S5 Inspection,2010/11,09/03/2011,10/03/2011,29/03/2011,29/03/2011,2,,9,3,2,2,9,2,2,2,8,8,8,8,8,8,8,2,2,2,2,2,3,2,9,2,2,2,3,2,2,9,2,2,3,3,3,9,2,3,2,2,2,2,2,9,9,9,309900,2007/08,16/07/2008,3,,Improved,32
109153,8003033,St Saviour's CofE Junior School,BA1 6RB,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356485,S5 Inspection,2010/11,10/03/2011,11/03/2011,01/04/2011,01/04/2011,3,,9,9,3,3,9,2,3,3,8,8,8,8,8,8,8,2,3,3,3,3,9,2,9,2,2,2,3,2,3,9,3,2,3,9,9,9,3,2,3,3,2,2,3,9,9,9,309901,2007/08,29/01/2008,3,,remained the same,37
109080,8002259,Midsomer Norton Primary School,BA3 2DR,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356471,S5 Inspection,2010/11,15/03/2011,16/03/2011,06/04/2011,06/04/2011,3,,9,2,3,3,9,2,2,3,8,8,8,8,8,8,8,2,3,3,3,3,2,3,9,2,2,2,3,2,3,9,3,2,3,2,2,9,3,3,3,3,2,2,3,9,9,9,309870,2007/08,29/04/2008,2,,Declined,35
131019,8003449,Newbridge Primary School,BA1 3LL,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,01/09/2006 12:00:00 AM,Result of Amalgamation,,Not applicable,360190,S5 Inspection,2010/11,30/03/2011,31/03/2011,03/05/2011,05/05/2011,2,,9,2,2,2,9,1,2,2,8,8,8,8,8,8,8,1,2,1,2,2,2,2,9,2,1,1,1,1,2,9,2,1,2,2,2,9,2,2,2,2,2,1,2,9,9,9,315699,2007/08,03/10/2007,3,,Improved,42
109071,8002249,Welton Primary School,BA3 2AG,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356470,S5 Inspection,2010/11,11/05/2011,12/05/2011,08/06/2011,08/06/2011,2,,9,2,2,2,9,2,2,2,8,8,8,8,8,8,8,2,2,2,3,2,2,2,9,2,1,1,2,1,2,9,2,2,2,2,2,9,2,2,2,2,2,2,2,9,9,9,309867,2007/08,21/05/2008,2,,remained the same,36
109261,8003425,St Mary's Catholic Primary School,BA1 4EH,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,363744,S5 Inspection,2010/11,12/05/2011,13/05/2011,10/06/2011,11/06/2011,1,,9,1,1,1,9,1,1,1,8,8,8,8,8,8,8,1,1,1,1,1,1,1,9,1,1,1,2,1,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,9,9,9,309944,2007/08,10/07/2008,2,,Improved,34
109155,8003035,St Michael's CofE Junior School,BA2 1RW,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356487,S5 Inspection,2010/11,24/05/2011,25/05/2011,17/06/2011,17/06/2011,3,,9,9,3,3,9,2,3,2,8,8,8,8,8,8,8,1,2,3,3,3,9,2,9,2,1,1,3,1,3,9,2,1,3,9,9,9,2,2,3,3,2,2,2,9,9,9,309903,2007/08,12/12/2007,2,,Declined,41
109192,8003089,Farrington Gurney Church of England Primary School,BS39 6TY,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356497,S8 Deemed S5,2010/11,25/05/2011,26/05/2011,15/06/2011,15/06/2011,2,,9,9,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,309920,2007/08,13/05/2008,2,,remained the same,36
109212,8003109,St Mary's CofE Primary School,BA3 3NG,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,356500,S8 Deemed S5,2010/11,25/05/2011,26/05/2011,15/06/2011,15/06/2011,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,309929,2007/08,08/05/2008,3,,Improved,37
109305,8004132,Ralph Allen School,BA2 7AD,South West,South West,Bath and North East Somerset,Bath,Foundation School,Secondary,Secondary,Local authority maintained,,Closed,,Not applicable,31/07/2012,Academy Converter,356519,S8 Deemed S5,2010/11,22/06/2011,23/06/2011,12/07/2011,12/07/2011,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,309955,2007/08,14/11/2007,2,,remained the same,43
109230,8003128,Combe Down CofE Primary School,BA2 5JQ,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,363743,Notice to Improve S5 ReInspection,2011/12,14/09/2011,15/09/2011,06/10/2011,27/10/2011,3,,9,1,3,3,9,2,3,3,8,8,8,8,8,8,8,3,3,3,2,3,1,3,9,2,1,2,2,2,2,9,3,3,3,1,1,9,3,3,3,3,3,3,3,9,9,9,337248,2009/10,07/07/2010,4,NTI,Improved,14
109107,8002293,Longvernal Primary School,BA3 2LP,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,377872,S5 Inspection,2011/12,15/09/2011,16/09/2011,07/10/2011,07/10/2011,3,,9,2,3,3,9,2,3,2,8,8,8,8,8,8,8,2,2,3,3,3,2,3,9,3,2,2,3,2,3,9,2,2,3,2,2,9,3,3,3,2,2,2,2,9,9,9,324899,2008/09,07/07/2009,3,,remained the same,26
109306,8004130,Chew Valley School,BS40 8QB,South West,South West,Bath and North East Somerset,North East Somerset,Foundation School,Secondary,Secondary,Local authority maintained,,Open,,Not applicable,,Not applicable,385469,S5 Inspection,2011/12,29/09/2011,30/09/2011,21/10/2011,21/10/2011,1,,1,9,1,1,9,1,1,1,8,8,8,8,8,8,8,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,2,1,1,2,2,1,9,9,9,309956,2008/09,12/11/2008,2,,Improved,35
137548,8004134,Writhlington School,BA3 3NQ,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Secondary,Secondary,Academy Converter,109303,Open,01/10/2011 12:00:00 AM,Academy Converter,,Unknown,386218,S5 Inspection,2011/12,19/10/2011,20/10/2011,10/11/2011,10/11/2011,2,,2,9,2,2,9,2,2,2,8,8,8,8,8,8,8,1,2,2,2,2,9,2,2,2,2,1,1,1,1,1,2,1,2,9,9,2,2,2,2,2,1,2,2,9,9,9,288347,2006/07,28/02/2007,2,,remained the same,56
109062,8002238,Chew Magna Primary School,BS40 8RQ,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,377866,S5 Inspection,2011/12,08/11/2011,09/11/2011,30/11/2011,30/11/2011,3,,9,3,3,3,9,2,3,3,8,8,8,8,8,8,8,2,3,3,3,3,3,3,9,2,1,1,2,2,3,9,2,1,3,3,3,9,3,2,3,2,2,1,3,9,9,9,288267,2006/07,10/01/2007,2,,Declined,58
109293,8004108,Culverhay School,BA2 2QL,South West,South West,Bath and North East Somerset,Bath,Community School,Secondary,Secondary,Local authority maintained,,Closed,01/09/1970 12:00:00 AM,New Provision,31/08/2012,For Academy,377903,S5 Inspection,2011/12,11/01/2012,12/01/2012,21/02/2012,21/02/2012,4,SM,9,9,4,4,9,3,4,4,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324941,2008/09,14/05/2009,2,,Declined,32
133290,8002000,St Martin's Garden Primary School,BA2 2UN,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,01/09/2001 12:00:00 AM,Result of Amalgamation,,Not applicable,381489,S5 Inspection,2011/12,20/03/2012,21/03/2012,23/04/2012,23/04/2012,3,,9,8,3,3,9,2,3,3,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,328689,2008/09,19/11/2008,3,,remained the same,40
109210,8003107,St Julian's CofE Primary School,BA2 8QS,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,377889,S5 Inspection,2011/12,30/04/2012,01/05/2012,17/05/2012,17/05/2012,1,,9,8,1,1,9,1,1,1,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,288311,2006/07,14/02/2007,2,,Improved,63
109257,8003421,St Andrew's CofE Primary School,BA1 2SN,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,395733,S5 Inspection,2011/12,17/05/2012,18/05/2012,15/06/2012,15/06/2012,3,,9,8,3,3,9,3,3,3,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,324934,2008/09,04/12/2008,2,,Declined,41
134917,8003448,St Keyna Primary School,BS31 2JP,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,01/09/2007 12:00:00 AM,Result of Amalgamation,,Not applicable,381758,S5 Inspection,2011/12,13/06/2012,14/06/2012,05/07/2012,03/08/2012,3,,9,8,3,3,9,2,3,3,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,328994,2008/09,12/11/2008,2,,Declined,43
109063,8002239,Clutton Primary School,BS39 5RA,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Closed,,Not applicable,28/02/2015,Academy Converter,395747,S5 Inspection,2011/12,20/06/2012,21/06/2012,12/07/2012,12/07/2012,3,,9,8,3,3,9,2,3,2,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,309863,2007/08,27/02/2008,2,,Declined,52
109061,8002237,Bishop Sutton Primary School,BS39 5XD,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,377865,S5 Inspection,2011/12,04/07/2012,05/07/2012,05/09/2012,05/09/2012,1,,9,8,1,1,9,1,1,1,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,309862,2008/09,23/10/2008,3,,Improved,44
109070,8002248,Stanton Drew Primary School,BS39 4EQ,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,377867,S5 Inspection,2011/12,04/07/2012,05/07/2012,05/09/2012,05/09/2012,1,,9,8,1,1,9,1,1,1,8,8,8,8,8,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,288270,2006/07,23/05/2007,2,,Improved,61
136483,8005401,Oldfield School,BA1 9AB,South West,South West,Bath and North East Somerset,Bath,Academy Converter,Secondary,Secondary,Academy Converter,109333,Open,01/02/2011 12:00:00 AM,Academy Converter,,Unknown,395514,S5 Inspection,2012/13,12/09/2012,13/09/2012,04/10/2012,23/10/2012,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309965,2007/08,22/11/2007,1,,remained the same,58
109065,8002242,Chandag Junior School,BS31 1PQ,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,403076,S5 Inspection,2012/13,17/10/2012,18/10/2012,12/11/2012,12/11/2012,2,,9,9,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309864,2007/08,04/06/2008,2,,remained the same,53
109001,8002154,Moorlands Infant School,BA2 2DQ,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,401027,S5 Inspection,2012/13,23/10/2012,24/10/2012,19/11/2012,19/11/2012,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337193,2009/10,12/11/2009,3,,remained the same,35
109154,8003034,St Saviour's CofE Infant School,BA1 6NY,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,405220,S5 Inspection,2012/13,28/11/2012,29/11/2012,20/12/2012,20/12/2012,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356486,2010/11,11/01/2011,3,,Improved,23
109067,8002244,Peasedown St John Primary School,BA2 8DH,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,403077,S5 Inspection,2012/13,05/12/2012,06/12/2012,10/01/2013,10/01/2013,2,,9,9,2,2,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309866,2007/08,25/09/2007,2,,remained the same,62
109199,8003096,Marksbury CofE Primary School,BA2 9HS,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,403084,S5 Inspection,2012/13,13/12/2012,14/12/2012,10/01/2013,10/01/2013,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309923,2007/08,14/01/2008,2,,Improved,59
109155,8003035,St Michael's CofE Junior School,BA2 1RW,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,405221,S5 Inspection,2012/13,10/01/2013,11/01/2013,01/02/2013,01/02/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356487,2010/11,25/05/2011,3,,remained the same,20
132947,8007037,The Link School,BA2 5RF,South West,South West,Bath and North East Somerset,Bath,Foundation Special School,Not applicable,Special,Local authority maintained,,Closed,01/09/2006 12:00:00 AM,New Provision,31/03/2014,For Academy,406501,S5 Inspection,2012/13,15/01/2013,16/01/2013,06/02/2013,06/02/2013,3,,9,9,3,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,360457,2010/11,01/02/2011,3,,remained the same,24
109000,8002153,Moorlands Junior School,BA2 2DE,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,400070,S5 Inspection,2012/13,16/01/2013,17/01/2013,07/02/2013,07/02/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,362804,2010/11,09/02/2011,3,,remained the same,23
109191,8003088,Farmborough Church of England VC Primary School,BA2 0FY,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,403083,S5 Inspection,2012/13,16/01/2013,17/01/2013,07/02/2013,07/02/2013,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309919,2007/08,27/03/2008,2,,Improved,58
136311,8004133,Somervale School Specialist Media Arts College,BA3 2JD,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Secondary,Secondary,Academy Converter,109307,Open,01/10/2010 12:00:00 AM,Academy Converter,,Unknown,406645,S5 Inspection,2012/13,17/01/2013,18/01/2013,08/02/2013,08/02/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356520,2010/11,25/11/2010,3,,Improved,26
136335,8004128,Norton Hill Academy,BA3 4AD,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Secondary,Secondary,Academy Converter,109301,Open,01/10/2010 12:00:00 AM,Academy Converter,,Unknown,395513,S5 Inspection,2012/13,17/01/2013,18/01/2013,08/02/2013,08/02/2013,2,,9,9,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309953,2007/08,07/11/2007,1,,Declined,62
109080,8002259,Midsomer Norton Primary School,BA3 2DR,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,405209,S5 Inspection,2012/13,07/02/2013,08/02/2013,04/03/2013,04/03/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356471,2010/11,16/03/2011,3,,Improved,23
109153,8003033,St Saviour's CofE Junior School,BA1 6RB,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,405219,S5 Inspection,2012/13,06/03/2013,07/03/2013,11/04/2013,11/04/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356485,2010/11,11/03/2011,3,,Improved,24
136966,8004107,Hayesfield Girls School,BA2 3LA,South West,South West,Bath and North East Somerset,Bath,Academy Converter,Secondary,Secondary,Academy Converter,109292,Open,01/08/2011 12:00:00 AM,Academy Converter,,Unknown,411936,S5 Inspection,2012/13,11/04/2013,12/04/2013,03/05/2013,03/05/2013,2,,9,9,2,2,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324940,2008/09,11/02/2009,1,,Declined,50
109004,8002157,Southdown Junior School,BA2 1LG,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Closed,,Not applicable,12/04/2015,Result of Amalgamation/Merger,411876,S5 Inspection,2012/13,17/04/2013,18/04/2013,10/05/2013,10/05/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337194,2009/10,19/05/2010,2,,Declined,35
109072,8002250,Westfield Primary School,BA3 3XX,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,411762,S5 Inspection,2012/13,25/04/2013,26/04/2013,20/05/2013,20/05/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337208,2009/10,17/03/2010,2,,Declined,37
109197,8003094,St John's Church of England Primary School,BS31 2NB,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Closed,,Not applicable,31/08/2015,Academy Converter,412232,S5 Inspection,2012/13,30/04/2013,01/05/2013,23/05/2013,23/05/2013,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309921,2007/08,30/04/2008,1,,remained the same,60
